ID,logID,byWho,comment,commentDate,deleted,response,responseDate
847,1076,abdelhakem.ae,Quantity of color that will be stored in one container?,7/9/2013,0,,
848,581,abdelkhalek.ma,still the validation didnt approved yet,8/4/2013,-1,,
849,701,abdelkhalek.ma,still the close out not approved,7/10/2013,0,,
850,640,abdelkhalek.ma,still the Q2 not completed,7/10/2013,0,,
851,693,abdelkhalek.ma,the validation still not approved,7/10/2013,0,,
852,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,7/10/2013,0,,
853,884,abdelkhalek.ma,still the validation didnt approved yet,7/10/2013,0,,
854,701,abdelkhalek.ma,still the close out not approved,7/10/2013,0,,
855,638,abdelkhalek.ma,the Q2 not completed yet,7/10/2013,0,,
856,1007,abdelkhalek.ma,update the belt in PM system and CO SOP ,7/10/2013,0,,
857,703,abdelkhalek.ma,still the validation didnt approved yet,7/14/2013,0,,
858,640,abdelkhalek.ma,still the Q2 not completed,7/15/2013,0,,
859,701,abdelkhalek.ma,still the close out not approved,7/17/2013,0,,
860,748,osman.mm,Sobhy, please share with the validation report,7/18/2013,0,,
861,1080,osman.mm, Sobhy, please check with Sandra as i know that in the new layout there will be dedicated room for the scrap ,7/18/2013,0,,
862,320,osman.mm,Micheal, please send me the status of the below items,7/18/2013,0,,
863,1079,osman.mm,Before the execution you need to get: 1-the global MPL approval 2- the approval for the manufacturer (UVA) in this change 3- The engineering package including the technical drawing.,7/18/2013,0,,
864,884,abdelkhalek.ma,still the validation didnt approved yet,7/21/2013,0,,
865,454,abdelkhalek.ma,where is the P&E approval ,7/21/2013,0,,
866,1079,samyhee.aa,Electrical load measurment ,7/21/2013,0,,
867,701,abdelkhalek.ma,still the close out not approved,7/24/2013,0,,
868,1080,ali.bb,Please do not proceed untill i approve a structural design package from a qualified consultant,7/24/2013,0,,
869,1084,osman.mm,As i know the day code will not be changed for other departments so, we must follow one standrad across the site also it not be allowed to cahnge the code on the outer case only without the bag code,7/24/2013,0,,
870,638,abdelkhalek.ma,the Q2 not completed yet,7/28/2013,0,,
871,637,abdelkhalek.ma,Q2 still not completed ,7/28/2013,0,,
872,640,abdelkhalek.ma,still the Q2 not completed,7/28/2013,0,,
873,825,mahmoud.a,Could you please the below items to close CMR ,7/28/2013,0,,
874,847,mahmoud.a,Could you please the below items to close CMR ,7/28/2013,0,,
875,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,7/29/2013,0,,
876,941,abdelkhalek.ma,still the work not done,7/29/2013,0,,
877,454,abdelkhalek.ma,where is the P&E approval ,7/30/2013,0,,
878,703,abdelkhalek.ma,still the validation didnt approved yet,7/30/2013,0,,
879,884,abdelkhalek.ma,still the validation didnt approved yet,7/30/2013,0,,
880,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,7/30/2013,0,,
881,637,abdelkhalek.ma,Q2 still not completed ,7/30/2013,0,,
882,638,abdelkhalek.ma,the Q2 not completed yet,8/1/2013,0,,
883,1103,abouzyed.ms,please provide all MSDS ,8/4/2013,0,,
884,884,abdelkhalek.ma,still the validation didnt approved yet,8/4/2013,0,,
885,454,abdelkhalek.ma,where is the P&E approval ,8/4/2013,0,,
886,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,8/4/2013,0,,
887,941,abdelkhalek.ma,still the validation didnt approve,8/4/2013,0,,
888,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,8/4/2013,0,,
889,1101,osman.mm,Please call for more details,8/4/2013,0,,
890,1054,osman.mm,1-The connection between the floor and the wall need to be coved to avoid dust accumelation.2-Avoid hard to reach area ,8/4/2013,0,,
891,1103,abdelhakem.ae,Most of these materials are explosive dust & combustible. they can't be stored on this area,8/5/2013,0,,
892,1108,hassan.hy,1 Get the advise and alignment of the pest control contractors through Mohamed Darwish the Plant PC KE owner to know any addition requirements in the PC system for such dedicated area .,8/5/2013,0,,
893,1070,shaker.mm,Operation should be fully separated and isolated during any actvities so that no dust nor contaminated air can enter the operation.,8/7/2013,0,,
894,1070,shaker.mm,All equipment and production lines should be compressed with FP and shutdown and should be completely covered to prevent accumulation of any dust,8/7/2013,0,,
895,1070,shaker.mm,if the water loop circulation is stooped during the project work activities, the loop should be fully drained and emptied at all sample points,8/7/2013,0,,
896,1070,shaker.mm,Sanitization for water loop should be done before the start up,8/7/2013,0,,
897,1070,shaker.mm,if the lines past 30 days since last C&S during the shutdown, all lines should be clean & sanitize before the startup,8/7/2013,0,,
898,1110,shaker.mm,it should made from stainless steel,8/7/2013,0,,
899,1074,shaker.mm,Operation should be fully separated and isolated during any activities so that no dust nor contaminated air can enter the operation.,8/7/2013,0,,
900,1074,shaker.mm,All equipment and production lines should be compressed with FP and shutdown and should be completely covered to prevent accumulation of any dust, if the lines past 30 days since last C&S during the shutdown, all lines should be clean & sanitize before the startup,8/7/2013,0,,
901,1074,shaker.mm,If the water loop circulation is stooped during the project work activities, the loop should be fully drained and emptied at all sample points.  Sanitization for water loop should be done before the start up,8/7/2013,0,,
902,925,shaker.mm,Operation should be fully separated and isolated during any activities so that no dust nor contaminated air can enter the operation.,8/7/2013,0,,
903,925,shaker.mm,All equipment and production lines should be compressed with FP and shutdown and should be completely covered to prevent accumulation of any dust, if the lines past 30 days since last C&S during the shutdown, all lines should be clean & sanitize before the startup,8/7/2013,0,,
904,925,shaker.mm,If the water loop circulation is stooped during the project work activities, the loop should be fully drained and emptied at all sample points.  Sanitization for water loop should be done before the start up,8/7/2013,0,,
905,702,shaker.mm,Pumps should meet all clean design requirements (for example, pump should be drainable, CIP/SIP. Lobe pump, Vertical orentation, clean with steam at temperature up to 150 C, single mechanical seal, releafe valve is included in C&S.,8/7/2013,0,,
906,703,abdelkhalek.ma,still the validation didnt approved yet,8/7/2013,0,,
907,693,abdelkhalek.ma,the validation still not approved,8/7/2013,0,,
908,701,abdelkhalek.ma,still the close out not approved,8/7/2013,0,,
909,941,abdelkhalek.ma,still the validation didnt approve,8/7/2013,0,,
910,701,abdelkhalek.ma,still the validation didnt approve,8/7/2013,0,,
911,581,abdelkhalek.ma,still the validation didnt approved yet,8/7/2013,-1,,
912,884,abdelkhalek.ma,still the validation didnt approved yet,8/7/2013,0,,
913,454,abdelkhalek.ma,where is the P&E approval ,8/7/2013,0,,
914,693,abdelkhalek.ma,the validation still not approved,8/7/2013,0,,
915,638,abdelkhalek.ma,the Q2 not completed yet,8/7/2013,0,,
916,1112,abouzyed.ms,the fluorescent lamps is prohibited in staging areas as per Fire protection standard # 1104,8/13/2013,0,,
917,788,osman.mm,Omar, would you please share the QA requiremnts documents before providing the final clearance,8/13/2013,0,,
918,597,osman.mm,Mohamed, please confirm the water test conducted,8/13/2013,0,,
919,347,mahmoud.a,please send me the items below,8/13/2013,-1,,
920,941,mahmoud.a,please send me the items below,8/13/2013,0,,
921,947,mahmoud.a,please send me the items below,8/13/2013,0,,
922,1080,mahmoud.a,please send me the items below,8/13/2013,0,,
923,1070,osman.mm,The construction need to be during operation S/D.,8/13/2013,0,,
924,1070,osman.mm,The area must be free from any FP pallets and materials.,8/13/2013,0,,
925,1070,osman.mm,Update the department layout.The connection between the floor and the wall must be coved to avoid dust accumulation.The light intensity must be at least 500 Lux.Reassess the AHU after the extension.,8/13/2013,0,,
926,1070,osman.mm,The new wall need to be paint by smooth epoxy free from any cracks.The floor must be treat with epoxy and need to be smooth and free from any cracks.,8/13/2013,0,,
927,1070,osman.mm,Avoid any hard to reach areas.Floor to be sloped to the drain to allow water drain ability.Roof to be well sealed and test through water test.,8/13/2013,0,,
928,1070,osman.mm,Diametrr of the drainage pipes to be sloped under the ground toward the main drain and the diameter to be large enough fit to C&S capacity and to avoid slow drain ability.Space between the equipment allow clean ability and maintainability.,8/13/2013,0,,
929,1070,osman.mm,Scrap area need to have two doors , one to outside and the other to the operation, these two doors must equipped by air curtain and to be interlocked ( not opened at the same time).,8/13/2013,0,,
930,1070,osman.mm,Toilet must be in the farthest area in the new admin and to be separated triple door before the operation.Admin offices not to be opened directly to the operation (double door).Drainage of the toilet need to be under ground.,8/13/2013,0,,
931,1070,osman.mm,Any trench is not allowed in the operation area.,8/13/2013,0,,
932,1067,kamel.mm.2,we have a flammable proof cabinet approved by the safety team. It is the same one used for the lubricants,8/14/2013,0,,
933,774,abdelkhalek.ma,still the project not done,8/15/2013,0,,
934,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,8/15/2013,0,,
935,637,abdelkhalek.ma,Q2 still not completed ,8/15/2013,0,,
936,610,abdelkhalek.ma,still the EO not done,8/15/2013,0,,
937,693,abdelkhalek.ma,the validation still not approved,8/15/2013,0,,
938,642,abdelkhalek.ma,still the validation didnt approved yet,8/15/2013,0,,
939,638,abdelkhalek.ma,the Q2 not completed yet,8/15/2013,0,,
940,581,abdelkhalek.ma,still the validation didnt approved yet,8/15/2013,-1,,
941,454,abdelkhalek.ma,where is the P&E approval ,8/15/2013,0,,
942,884,abdelkhalek.ma,still the validation didnt approved yet,8/15/2013,0,,
943,701,abdelkhalek.ma,still the validation didnt approve,8/15/2013,0,,
944,703,abdelkhalek.ma,still the validation didnt approved yet,8/15/2013,0,,
945,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,8/15/2013,0,,
946,703,abdelkhalek.ma,still the validation didnt approved yet,8/18/2013,0,,
947,701,abdelkhalek.ma,still the validation didnt approve,8/18/2013,0,,
948,884,abdelkhalek.ma,still the validation didnt approved yet,8/18/2013,0,,
949,693,abdelkhalek.ma,the validation still not approved,8/18/2013,0,,
950,610,abdelkhalek.ma,still the EO not done,8/18/2013,0,,
951,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,8/18/2013,0,,
952,774,abdelkhalek.ma,still the project not done,8/18/2013,0,,
953,454,abdelkhalek.ma,where is the P&E approval ,8/18/2013,0,,
954,581,abdelkhalek.ma,still the validation didnt approved yet,8/19/2013,-1,,
955,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,8/19/2013,0,,
956,1105,abouzyed.ms,please provide layout for the room ,8/19/2013,0,,
957,1054,samyhee.aa,would you please invite a meeting for disgen review,8/19/2013,0,,
958,1104,osman.mm,would you please provide some details of this change.,8/20/2013,0,,
959,701,abdelkhalek.ma,still the validation didnt approve,8/21/2013,0,,
960,610,abdelkhalek.ma,still the EO not done,8/21/2013,0,,
961,642,abdelkhalek.ma,still the validation didnt approved yet,8/21/2013,0,,
962,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,8/21/2013,0,,
963,610,abdelkhalek.ma,still the EO not done,8/21/2013,0,,
964,693,abdelkhalek.ma,the validation still not approved,8/22/2013,0,,
965,642,abdelkhalek.ma,still the validation didnt approved yet,8/22/2013,0,,
966,610,abdelkhalek.ma,still the EO not done,8/22/2013,0,,
967,581,abdelkhalek.ma,still the validation didnt approved yet,8/25/2013,-1,,
968,454,abdelkhalek.ma,where is the P&E approval ,8/25/2013,0,,
969,703,abdelkhalek.ma,still the validation didnt approved yet,8/25/2013,0,,
970,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,8/25/2013,0,,
971,701,abdelkhalek.ma,still the validation didnt approve,8/26/2013,0,,
972,774,abdelkhalek.ma,still the project not done,8/26/2013,0,,
973,454,abdelkhalek.ma,where is the P&E approval ,8/28/2013,0,,
974,774,abdelkhalek.ma,still the validation didnt approved yet,9/3/2013,0,,
975,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,8/28/2013,0,,
976,610,abdelkhalek.ma,still the EO not done,8/28/2013,0,,
977,638,abdelkhalek.ma,the Q2 not completed yet,8/28/2013,0,,
978,581,abdelkhalek.ma,still the validation didnt approved yet,8/29/2013,-1,,
979,1128,abouzyed.ms,please provide more data ,9/1/2013,0,,
980,1058,mahmoud.a,please send me the items below ,9/1/2013,0,,
981,1092,mahmoud.a,please send me the items below ,9/1/2013,0,,
982,347,mahmoud.a,please send me the items below ,9/1/2013,0,,
983,1059,mahmoud.a,please send me the items below ,9/1/2013,0,,
984,382,mahmoud.a,please send me the items below ,9/1/2013,0,,
985,789,mahmoud.a,please send me the items below ,9/1/2013,0,,
986,832,mahmoud.a,please send me the items below ,9/1/2013,0,,
987,847,mahmoud.a,please send me the items below ,9/1/2013,0,,
988,947,mahmoud.a,please send me the items below ,9/1/2013,0,,
989,1137,abouzyed.ms,please provide a layout for the location ,9/2/2013,0,,
990,1139,assemkamel.mm,Could we do it through the ,9/2/2013,-1,,
991,1140,abouzyed.ms,you need to coordinate a meeting with HSE team for this project.,9/3/2013,0,,
992,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,9/3/2013,0,,
993,581,abdelkhalek.ma,still the validation didnt approved yet,9/3/2013,-1,,
994,703,abdelkhalek.ma,still the validation didnt approved yet,9/3/2013,0,,
995,610,abdelkhalek.ma,still the EO not done,9/3/2013,0,,
996,638,abdelkhalek.ma,the Q2 not completed yet,9/3/2013,0,,
997,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden ,9/3/2013,0,,
998,642,abdelkhalek.ma,still the validation didnt approved yet,9/3/2013,0,,
999,774,abdelkhalek.ma,still the validation didnt approved yet,9/3/2013,0,,
1000,454,abdelkhalek.ma,where is the P&E approval ,9/3/2013,0,,
1001,693,abdelkhalek.ma,the validation still not approved,9/3/2013,0,,
1002,1132,abdelkhalek.ma,you need to aligned with the micro leader across the site before use- add the equipment on all lines - update the SOP - share the critical with the all department  ,9/3/2013,0,,
1003,1126,osman.mm,Sayed, please send me the attachments as agreed,9/4/2013,0,,
1004,953,elsisy.aa,Paper is not chemicals. it's paking material.,9/4/2013,0,,
1005,956,elsisy.aa,It's done in manual,9/4/2013,0,,
1006,581,abdelkhalek.ma,still the SOP not updated,9/4/2013,-1,,
1007,774,abdelkhalek.ma,still the validation didnt approved yet,9/4/2013,0,,
1008,638,abdelkhalek.ma,the Q2 not completed yet,9/4/2013,0,,
1009,642,abdelkhalek.ma,still the validation didnt approved yet,9/4/2013,0,,
